Age,Employ_type,Education,Education_years,Marriage,Occupation,Relationship,Race,Gender,Capital-gain,Captial-loss,hours-per-week,Income
27, Private, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,0,40,0
65, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16,0
37, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,60,0
39, ?, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40,0
24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40,0
38, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80,0
48, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40,1
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25,0
31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45,1
55, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40,1
24, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40,0
43, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40,0
26, Private, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,45,0
46, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33,0
35, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,1
41, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54,1
26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40,0
34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35,1
19, ?, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,25,0
36, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40,1
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15,0
24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40,0
77, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
22, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40,0
29, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40,0
62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24,0
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50,0
35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45,0
29, Private, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40,0
76, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10,0
63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45,0
23, ?, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15,0
43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50,1
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
66, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55,0
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45,0
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40,0
47, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40,0
55, Local-gov, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
17, Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48,0
30, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40,0
49, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60,0
19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30,0
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40,0
26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40,0
38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40,1
36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40,1
33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20,0
22, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40,0
43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42,0
67, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,8,0
30, ?, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,0,40,0
56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25,0
31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,25,0
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40,0
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
46, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30,0
59, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40,1
38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,1
65, Private, 11th,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40,0
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,1
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35,0
26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
36, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24,0
62, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45,0
43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1564,45,1
22, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55,0
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45,0
22, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,15,0
57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45,1
39, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40,0
26, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15,0
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,10,0
40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38,1
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40,0
44, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40,0
20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10,0
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40,0
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40,0
46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30,0
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,0
54, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40,0
46, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,0,2339,45,0
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40,0
36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40,0
23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25,0
29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40,0
44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2415,6,1
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16,0
19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,0,0,40,0
35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40,1
27, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50,0
46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,0,0,40,0
34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45,1
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35,0
44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,0
45, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40,0
20, ?, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,35,0
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55,1
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,1
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40,0
28, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40,0
50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,1
34, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,64,0
28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,2179,40,0
41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,65,1
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25,0
28, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,1887,40,1
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,0
41, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,0,0,24,0
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40,0
33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40,0
46, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60,1
31, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
35, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50,1
52, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
30, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,19,0
34, Local-gov, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40,0
34, State-gov, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,40,0
20, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30,0
17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,2176,0,18,0
32, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40,1
29, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40,0
33, Private, 10th,6, Never-married, Craft-repair, Unmarried, White, Female,0,0,35,0
25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,0
36, Federal-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,1408,40,0
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,72,0
63, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
80, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,24,0
17, ?, 11th,7, Never-married, ?, Own-child, White, Male,0,0,40,0
40, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,2174,0,40,0
30, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25,1
27, Private, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,1980,40,0
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,1
34, Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,594,0,60,0
34, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40,0
23, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
42, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,0
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40,0
45, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,28,0
24, Federal-gov, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,0,0,40,0
44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
27, Private, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,0,0,40,0
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,35,0
44, Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40,0
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40,0
20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
17, ?, 11th,7, Never-married, ?, Own-child, White, Female,0,0,5,0
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40,0
45, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55,1
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40,1
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40,1
40, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40,1
30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40,0
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50,0
23, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,0
32, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40,0
44, Private, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Male,0,0,40,0
54, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40,0
32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,0
50, Private, 1st-4th,2, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,40,0
24, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,20,0
37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,60,0
52, Private, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,40,0
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45,1
30, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,16,1
60, Private, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40,1
22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40,0
35, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,0
30, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60,0
67, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,24,0
46, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40,0
17, Private, 9th,5, Never-married, Other-service, Not-in-family, White, Male,0,0,6,0
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30,0
27, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40,0
23, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,35,0
33, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,0
43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20,0
28, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20,0
41, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40,0
52, ?, 12th,8, Never-married, ?, Other-relative, Black, Male,594,0,40,0
25, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,20,0
63, ?, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,0,0,35,0
